dataset,model,architecture,protocol_version,keep_ratio,block_size,runs,val_accuracy_mean,val_accuracy_std,train_accuracy_mean,train_accuracy_std,forward_ms_mean,forward_ms_std,backward_ms_mean,backward_ms_std,memory_mb_mean,memory_mb_std,epoch_time_mean,epoch_time_std
cifar10,pruning,mlp,protocol-v3,0.8,0,5,0.45271999999999996,0.013700620423907836,0.47218400000000005,0.017023409764204106,1.449918067779418,0.003952018628091925,1.6399124342684097,0.008648537532946211,704.9564977621483,1.5725222964251657,5.987159449991305,0.015839128158490857
cifar10,pruning,mlp,protocol-v3,1.0,0,5,0.49932,0.010879430132134651,0.517072,0.0020538062226023632,1.4479383626672004,0.005047848683422987,1.6413134105803973,0.007807936113660988,704.0027147271952,0.8787999620613898,5.996300058404449,0.016158023269660548
cifar10,ssb-v1,cnn,protocol-v3,0.2,0,5,0.16624,0.06099633595553096,0.203992,0.08035282023675336,5.920537715237411,0.012575102901980268,14.410212969499492,0.02352709005686567,904.177078005115,3.5080948001543915,11.596227283426561,0.019881846235243784
cifar10,ssb-v1,cnn,protocol-v3,0.4,0,5,0.46634000000000003,0.15861008164678564,0.509556,0.022464631757498292,5.906721003685424,0.006447976496757612,15.074566321120727,0.03298827211615649,937.8830349531117,4.838184910179513,11.766058300016448,0.011494390225225975
cifar10,ssb-v1,cnn,protocol-v3,0.6,0,5,0.6782999999999999,0.026148518122448183,0.674232,0.012758593966421207,5.909392547786491,0.0821741862289819,15.567870385736777,0.09690413264902448,935.7642369991474,4.328183273785757,11.946252216794528,0.10451338622015742
cifar10,ssb-v1,cnn,protocol-v3,0.8,0,5,0.73098,0.0071559066511518755,0.744432,0.005319842102919955,5.841292032216866,0.014978455103636155,15.906221151271689,0.046273516811636224,903.8502424339301,4.738916830454397,12.08910239979159,0.03656013502885642
cifar10,ssb-v1,cnn,protocol-v3,1.0,0,5,0.74298,0.008561950712308457,0.779068,0.009458600319286145,5.813827049251094,0.011180809906340098,15.672983904557693,0.008015464996505593,734.5464540707587,1.3947821483133436,12.244757483387366,0.03165137188601623
cifar10,ssb-v1,mlp,protocol-v3,0.2,0,5,0.10704,0.011381915480269565,0.114368,0.009517526989717447,1.4948945405069973,0.005107630674232874,4.664168121618266,0.026459724452244548,1009.1684862531969,7.457509580398541,6.897903508401941,0.030448922669054537
cifar10,ssb-v1,mlp,protocol-v3,0.4,0,5,0.20288,0.059645469232792514,0.17526,0.0420919612277689,1.4849298153781114,0.004495250254386802,5.930711111267749,0.05367616169080281,1056.4570678815003,3.6518637605769237,7.271554741589353,0.03555716047956012
cifar10,ssb-v1,mlp,protocol-v3,0.6,0,5,0.39422,0.015866221982564075,0.363096,0.019131154695940334,1.4826155240164265,0.003384077734030413,6.9404987302427275,0.020841715293561686,1065.500570119352,5.829279912386546,7.576223008404486,0.03260059267980044
cifar10,ssb-v1,mlp,protocol-v3,0.8,0,5,0.45836000000000005,0.010881773752472502,0.45697200000000004,0.0019641588530462458,1.4782644807100942,0.009619277899503533,7.723061666817523,0.047331672344722846,1013.7884244458653,8.361190985856826,7.924432083405554,0.026410666285001248
cifar10,ssb-v1,mlp,protocol-v3,1.0,0,5,0.49932,0.010879430132134651,0.517072,0.0020538062226023632,1.4517125592706266,0.004885183796618243,7.327000642497398,0.01521777304980947,718.4304241261722,1.271350017389604,8.183454458380584,0.02111002645386676
cifar10,ssb-v1-block,cnn,protocol-v3,0.2,8,5,0.18768,0.04511188313515631,0.190096,0.046180596358210875,5.91492299040106,0.021292918043946552,13.875324541307027,0.027656392571083505,797.9116288363172,1.1046275211731806,11.529238408186938,0.048215479339765686
cifar10,ssb-v1-block,cnn,protocol-v3,0.2,16,5,0.21518,0.04651931856766604,0.17042,0.025077444048387392,5.924536480897002,0.01729682021883347,13.770261921289427,0.03329208743878359,776.0145167306052,1.770836965527954,11.50175866659265,0.0314925499574132
cifar10,ssb-v1-block,cnn,protocol-v3,0.2,32,5,0.14266,0.03961657481408507,0.145812,0.028259924274491605,5.951781772955955,0.07527459221635832,13.737569666018569,0.09825826895833395,760.2446131713556,2.2616441682222135,11.538494974607602,0.11057315598591598
cifar10,ssb-v1-block,cnn,protocol-v3,0.2,64,5,0.21368,0.08768552902275267,0.183172,0.049716338561885266,5.909388237749871,0.021505543264955795,13.6281320480141,0.008548751568949266,749.3250852514918,1.550730398054628,11.460896099824458,0.029310661545859665
cifar10,ssb-v1-block,cnn,protocol-v3,0.2,128,5,0.11206,0.021040508548987123,0.13003599999999998,0.021052664439448043,5.889342522865091,0.019102239409126472,13.561385138796314,0.016406219006367743,741.5661311807332,1.1520619177342664,11.420901849993971,0.02099256022071322
cifar10,ssb-v1-block,cnn,protocol-v3,0.4,8,5,0.53896,0.0224922875670751,0.49742800000000004,0.032236018984980144,5.8856020929177815,0.011703660826094905,14.433397406397319,0.02833123312982978,814.8867886828644,1.816026276676964,11.657980508205947,0.05266985296223645
