dataset,model,architecture,protocol_version,keep_ratio,block_size,runs,val_accuracy_mean,val_accuracy_std,train_accuracy_mean,train_accuracy_std,forward_ms_mean,forward_ms_std,backward_ms_mean,backward_ms_std,memory_mb_mean,memory_mb_std,epoch_time_mean,epoch_time_std
cifar100,ssb-v3-block,mlp,protocol-v3,0.6,128,5,0.10404,0.007829303928191837,0.049556,0.0025881035527969116,6.2501979010351425,0.014190308674756924,9.286838488858493,0.026588149388455214,743.5452738704178,2.186794373888935,14.702408999809995,0.027262164318453564
cifar100,ssb-v3-block,mlp,protocol-v3,0.8,8,5,0.15602,0.008755398334741833,0.122756,0.0017094677534250236,7.895731276708214,0.035381420148813604,12.246135212566324,0.016882279208982,922.7359814578006,5.315271106253919,16.32913632497657,0.026290047465504986
cifar100,ssb-v3-block,mlp,protocol-v3,0.8,16,5,0.16160000000000002,0.0032687918257362334,0.123224,0.001322754701371347,7.7239960293306495,0.06948642705350923,12.09362848986964,0.06329198444469791,859.0199115515773,3.4887342096243437,16.398094533197582,0.2821886348553172
cifar100,ssb-v3-block,mlp,protocol-v3,0.8,32,5,0.1587,0.0035163901945034466,0.11854800000000001,0.002293538750490163,7.691726093793767,0.03203855878569877,11.92846703411568,0.026018609438649445,806.1558503836317,1.6763321218614715,16.245782183390112,0.04303677342601816
cifar100,ssb-v3-block,mlp,protocol-v3,0.8,64,5,0.15478,0.006532763580598948,0.11672,0.001407124727947033,7.612918004217268,0.011517651271584727,11.858932439492648,0.016372614701042246,766.0258365302643,1.6229329274675615,16.210260700003708,0.042399875190335244
cifar100,ssb-v3-block,mlp,protocol-v3,0.8,128,5,0.15252,0.007269594211508638,0.10606,0.0014864050591948358,7.547603067709678,0.01716448352478376,11.769163231407017,0.022788284263541153,737.1850356990623,3.308132011464706,16.17796326680109,0.020553400666152744
cifar100,ssb-v3-block,mlp,protocol-v3,1.0,8,5,0.19456,0.005052524121664335,0.20656,0.003343800233267519,8.793307678924407,0.007805035079191467,14.130400656305605,0.026625897771655246,682.8181932011936,1.3113524478214524,17.63779392479919,0.022777226757111437
cifar100,ssb-v3-block,mlp,protocol-v3,1.0,16,5,0.19456,0.005052524121664335,0.20656,0.003343800233267519,8.79519885411451,0.00606084078207782,14.145504453303584,0.015107791371682992,683.901268115942,1.6741446101931146,17.63916092480067,0.022175001536063322
cifar100,ssb-v3-block,mlp,protocol-v3,1.0,32,5,0.19456,0.005052524121664335,0.20656,0.003343800233267519,8.813848233053637,0.011898915334004778,14.155616049114041,0.01415898667960511,683.3886535592499,1.997497705135419,17.672010524582582,0.016902229072546262
cifar100,ssb-v3-block,mlp,protocol-v3,1.0,64,5,0.19456,0.005052524121664344,0.20656,0.0033438002332675247,8.793312218983013,0.005097774769550365,14.15024889683273,0.004978533057434486,683.8874946717817,1.578551347186722,17.635483233397828,0.016504874394270546
cifar100,ssb-v3-block,mlp,protocol-v3,1.0,128,5,0.19456,0.005052524121664335,0.20656,0.003343800233267519,8.804785468570287,0.0072053774226627,14.15180593318335,0.01891436131054175,683.5015744884911,1.4340730567608937,17.638302625180224,0.012496232546044173
fashion_mnist,dense,cnn,protocol-v3,1.0,0,5,0.90404,0.002820992733064041,0.9126999999999998,0.0009554667271374793,1.7527188055528533,0.012948704290210515,3.328039269196316,0.040156902956323265,480.3210443319119,1.2086046757928992,4.655958900193218,0.014433323482770773
fashion_mnist,dense,mlp,protocol-v3,1.0,0,5,0.8712199999999999,0.004334397305277883,0.8817999999999999,0.001585962729000181,0.5869093689969068,0.0019827851378954936,0.7441773560468874,0.004342291200106135,478.0241093638948,16.02588098510834,2.793161991809029,0.009034306912532986
fashion_mnist,dropout,cnn,protocol-v3,0.2,0,5,0.8946,0.0014387494569938401,0.8798,0.0034318969487248264,1.8075583837333469,0.009355205919743297,3.311605357216435,0.009680056547238311,483.4234408315565,1.1902667775675762,4.755720149993431,0.009007849916985096
fashion_mnist,dropout,cnn,protocol-v3,0.4,0,5,0.90228,0.0030417100453527836,0.8980066666666667,0.0019425999187801107,1.8135726544459447,0.014607781347637912,3.3254688253358315,0.015056290097719159,483.40580579246625,1.0969676219663003,4.763071575027425,0.013041092390447165
fashion_mnist,dropout,cnn,protocol-v3,0.6,0,5,0.9031,0.002211334438749602,0.9058533333333333,0.0013049797784725923,1.7991548981622967,0.016252488172721357,3.3223884561702293,0.009214651782820998,482.2893701137171,1.1936633564241346,4.767822083202191,0.0253057383149333
fashion_mnist,dropout,cnn,protocol-v3,0.8,0,5,0.9043800000000001,0.002360508419811315,0.9102466666666669,0.0012652623794647759,1.8021772807071634,0.014842309788961238,3.3207772372458124,0.005507504259054279,483.3685878642502,1.2641741607720525,4.733856633584947,0.01621302120182577
fashion_mnist,dropout,cnn,protocol-v3,1.0,0,5,0.90404,0.002820992733064041,0.9126999999999998,0.0009554667271374793,1.7457459154045178,0.00892542580579768,3.308182215679112,0.004905204127273862,480.0661336176261,1.2271717454400715,4.6810844166204335,0.01999775625920797
fashion_mnist,dropout,mlp,protocol-v3,0.2,0,5,0.7401,0.009696133249909474,0.6737233333333333,0.003579583309083156,0.7494175057429471,0.0030240159012077214,0.7784180978594561,0.002913165562503697,473.63143434612647,1.1217499385497829,2.8663179499912075,0.012162599900210283
fashion_mnist,dropout,mlp,protocol-v3,0.4,0,5,0.8457000000000001,0.0032062439083762988,0.82082,0.0022304209866699735,0.7502398283290491,0.0023163633776104526,0.7816860364175643,0.0035173168453289513,473.70622556858564,1.9395853520191053,2.8613961667986585,0.006623195737001447
fashion_mnist,dropout,mlp,protocol-v3,0.6,0,5,0.86312,0.002398332754227401,0.8522700000000001,0.0007148620690579243,0.7487769988358346,0.0026099290907152855,0.7794198506695261,0.003275007961282264,475.0114227967307,1.5948058784795625,2.878666708024684,0.017768643566146117
fashion_mnist,dropout,mlp,protocol-v3,0.8,0,5,0.86678,0.0038687207187906563,0.86897,0.0006815423684554948,0.7498053432552293,0.001915418197382026,0.780524027475199,0.003198075716589198,474.2196495202558,1.2441546488201116,2.874195316596888,0.011265754587063772
fashion_mnist,dropout,mlp,protocol-v3,1.0,0,5,0.8712199999999999,0.004334397305277873,0.8817999999999999,0.001585962729000192,0.5916439368708092,0.0013542743376661925,0.7414070207905779,0.00460819749961622,471.07712775408675,0.9081820350346633,2.7823724584071896,0.010207253523476732
fashion_mnist,pruning,cnn,protocol-v3,0.2,0,5,0.27192,0.017695959990913168,0.2720733333333333,0.017733155544221536,1.777466171357847,0.013592316823359832,3.3418564148400316,0.010703306353444252,480.8936056325515,1.3951773621408288,4.7789778497884985,0.03628691096869063
fashion_mnist,pruning,cnn,protocol-v3,0.4,0,5,0.46108000000000005,0.013362148030911786,0.4625333333333333,0.014498309288404019,1.7782090454429347,0.012075702097364869,3.3418545964194655,0.008650078302385497,481.3788957000711,1.6306774249375091,4.777882216405123,0.03778379765176286
fashion_mnist,pruning,cnn,protocol-v3,0.6,0,5,0.64662,0.01621039789764582,0.64993,0.015246850312259403,1.776323454221495,0.006252999842539418,3.338146893911189,0.007951230969158708,481.09879175550816,1.7556891179495109,4.771012258215341,0.019858932719700958
fashion_mnist,pruning,cnn,protocol-v3,0.8,0,5,0.81538,0.01574188679923726,0.82195,0.015560174413475488,1.8068607236713592,0.027507324754225432,3.384942821903448,0.03880419324745434,481.09514481165604,0.9039998125016354,4.778712791809812,0.04180408627245785
fashion_mnist,pruning,cnn,protocol-v3,1.0,0,5,0.90404,0.0028209927330640175,0.9126999999999998,0.0009554667271374482,1.7855150736973786,0.009548490563568475,3.339947489793174,0.033271019043800115,481.40844882729215,1.4922512421456637,4.759487558610272,0.041966967456330294
fashion_mnist,pruning,mlp,protocol-v3,0.2,0,5,0.27048,0.025519541531931943,0.27382999999999996,0.022946418263230354,0.645081033432368,0.00583405591131384,0.7866942240093551,0.005045802232337838,470.28393079246626,0.9403126245480335,2.8331170666031538,0.007105852725376777
fashion_mnist,pruning,mlp,protocol-v3,0.4,0,5,0.43526,0.018966364965380154,0.44027000000000005,0.01738172092234317,0.6427643305668539,0.0019289440555290143,0.783408471027653,0.00468777941641573,471.12805170575695,0.9367372029115048,2.8315633165766485,0.01634438652578878
fashion_mnist,pruning,mlp,protocol-v3,0.6,0,5,0.60458,0.03043414201189181,0.61358,0.0237631057407159,0.6449653950069922,0.0020059697094991177,0.7879193257619403,0.003680907856953076,471.29405206112295,0.31320696530772085,2.8351208835840227,0.012747334807052587
fashion_mnist,pruning,mlp,protocol-v3,0.8,0,5,0.77866,0.006333087714535458,0.7890566666666666,0.0055542601267455525,0.6445436284766982,0.002738196082899194,0.7913868657200923,0.006141826221568377,470.4728233830846,0.8636544066098465,2.8242859252146446,0.015450266851036412
fashion_mnist,pruning,mlp,protocol-v3,1.0,0,5,0.8712199999999999,0.004334397305277875,0.8817999999999999,0.0015859627290001862,0.6463121886327544,0.0031171279923442067,0.7920063267558763,0.0024614399423128477,471.70397787846485,0.7579893528715018,2.837686624994967,0.008443819159211349
fashion_mnist,ssb-v1,cnn,protocol-v3,0.2,0,5,0.82236,0.01772816967427831,0.8200733333333334,0.02610419985366336,1.8629312269933895,0.013001398490171867,4.3170282119529135,0.04657686397401173,567.995942164179,4.466518375640913,5.134579066606238,0.016157216941016586
fashion_mnist,ssb-v1,cnn,protocol-v3,0.4,0,5,0.86704,0.01003409188716151,0.8706900000000001,0.004577641920853545,1.8481258379461107,0.005545712519668951,4.545036340483125,0.008368342269579443,583.0737606609807,2.475965397212945,5.192090641392861,0.02341577045627532
fashion_mnist,ssb-v1,cnn,protocol-v3,0.6,0,5,0.88522,0.004417804884781614,0.89049,0.005635300445505224,1.8392603199858335,0.003004976840892441,4.683187969405202,0.021478746205857775,586.565591684435,1.3122976438296692,5.256180217000656,0.020599715281641052
fashion_mnist,ssb-v1,cnn,protocol-v3,0.8,0,5,0.89368,0.0026300190113381586,0.9007166666666666,0.003888444419044768,1.8352864238574689,0.0033580719536095713,4.805476664910977,0.028933146161719738,569.4384128464819,2.9309517025209186,5.353622433182318,0.030069866293479627
fashion_mnist,ssb-v1,cnn,protocol-v3,1.0,0,5,0.90404,0.002820992733064041,0.9126999999999998,0.0009554667271374793,1.8351968606438995,0.008957683616890961,4.67736592537645,0.016481305086091025,489.15101279317696,0.5448669720917522,5.407806049811188,0.018166426912652175
fashion_mnist,ssb-v1,mlp,protocol-v3,0.2,0,5,0.12716,0.039927471745654024,0.14413333333333328,0.039088940607002624,0.6415770359352716,0.003931054092696195,2.691622372890701,0.0249726794859173,709.6185589907606,6.681504976606103,3.4255275752278975,0.03617697824469671
fashion_mnist,ssb-v1,mlp,protocol-v3,0.4,0,5,0.66754,0.19014662237336744,0.7270633333333334,0.02324872577153423,0.6445352920723085,0.0018934200966092905,3.0874825749438557,0.020892256321677943,755.830283848614,4.4253148410664815,3.5846028999891133,0.03688007592199528
fashion_mnist,ssb-v1,mlp,protocol-v3,0.6,0,5,0.8169000000000001,0.029311345926108557,0.82948,0.008188901703593158,0.6441236975603629,0.0015312929654044492,3.364551381475038,0.025086207970547107,756.0511949182658,2.83987963362802,3.6763512082048693,0.045523694505460864
fashion_mnist,ssb-v1,mlp,protocol-v3,0.8,0,5,0.85666,0.006630837051232681,0.8633666666666666,0.0012404076390892895,0.6423003349949811,0.0016442546058048374,3.394874003295443,0.021693314018875465,714.2663113006396,4.401622791253894,3.7754655668046326,0.019261983454562707
fashion_mnist,ssb-v1,mlp,protocol-v3,1.0,0,5,0.8712199999999999,0.004334397305277873,0.8817999999999999,0.001585962729000192,0.6294787152902822,0.002131649335416628,2.8326064904978465,0.0076559170712791075,486.06558057924667,1.2564700527061354,3.7720645833876913,0.01234489801940494
fashion_mnist,ssb-v1-block,cnn,protocol-v3,0.2,8,5,0.8396399999999999,0.01117063113704856,0.83134,0.00973196051962582,1.8559726340531557,0.011936390204969494,4.0746808914793515,0.01948418283065419,520.014572228145,2.8506316839927184,5.095039174985141,0.007993098947149602
fashion_mnist,ssb-v1-block,cnn,protocol-v3,0.2,16,5,0.82826,0.025671443278475807,0.8174366666666668,0.025461737088336184,1.8477353448820193,0.0075152207870811125,3.9942198474517006,0.007997684275510194,508.34513148543,2.0859782924997057,5.064990824786946,0.016794845502821773
fashion_mnist,ssb-v1-block,cnn,protocol-v3,0.2,32,5,0.80206,0.048829785991748906,0.80922,0.012416814316795517,1.8609168232691473,0.013848275622675404,3.9791407472338998,0.014527341338377596,498.99834532693677,1.7030883681723785,5.094316225405782,0.017647369147967332
fashion_mnist,ssb-v1-block,cnn,protocol-v3,0.2,64,5,0.8202400000000001,0.010919844321234651,0.8125033333333332,0.015405880911738416,1.8560051828008057,0.010036230734694155,3.9391672158862847,0.01408477875006349,495.21717972636816,2.6770138726222803,5.070222883403767,0.017862932499943203
fashion_mnist,ssb-v1-block,cnn,protocol-v3,0.2,128,5,0.79814,0.033574290759448684,0.80303,0.01887973413772325,1.8609914793559614,0.01195867237592627,3.889314617801742,0.022652194055282265,491.42957755863534,0.8181223164036112,5.025305808184203,0.014319624282253968
fashion_mnist,ssb-v1-block,cnn,protocol-v3,0.4,8,5,0.8753,0.004463182720884282,0.8679033333333332,0.003696571234115341,1.8589687337582088,0.006595693179941152,4.304326318605478,0.01020306789733186,526.981934079602,2.594334229870139,5.176976899802685,0.009168364725109936
fashion_mnist,ssb-v1-block,cnn,protocol-v3,0.4,16,5,0.87252,0.0066394276861790075,0.8689166666666667,0.0034485101452978793,1.8696692601930018,0.011219692593557786,4.214636907120423,0.027534610796752994,512.1189676616916,1.746543168675575,5.168362708203494,0.012691564835082493
fashion_mnist,ssb-v1-block,cnn,protocol-v3,0.4,32,5,0.8684799999999999,0.00872536532186474,0.8612866666666668,0.007147827952913024,1.861532036171661,0.007040044849981394,4.1714147516832245,0.02525756374964982,505.24474502487567,1.3128850458714258,5.151771733013447,0.02021358012834958
fashion_mnist,ssb-v1-block,cnn,protocol-v3,0.4,64,5,0.8696999999999999,0.005842944463196618,0.8642799999999999,0.013688140649644288,1.8571344796086433,0.004875463515976689,4.151084930530031,0.03156694169668436,498.96753287135755,1.4023549136139286,5.149738766800146,0.022019096650237012
fashion_mnist,ssb-v1-block,cnn,protocol-v3,0.4,128,5,0.86148,0.00621546458440557,0.8549566666666667,0.011242519735361858,1.8576289846908196,0.006545535180839394,4.116135919074376,0.03575880648064418,492.5485274520256,0.9937776059510642,5.138581333204638,0.027327526034695692
fashion_mnist,ssb-v1-block,cnn,protocol-v3,0.6,8,5,0.8904799999999999,0.0023328094650013793,0.8904933333333334,0.0018338484124921246,1.847016922499029,0.009170082797401486,4.4344464992288355,0.03719695327281908,526.8145899964463,2.6007031518028314,5.230626341584139,0.04916572093133073
fashion_mnist,ssb-v1-block,cnn,protocol-v3,0.6,16,5,0.8896599999999999,0.0014028542333400236,0.8914799999999999,0.002181118469450402,1.8500023261926752,0.0050721294230999395,4.3715586953408065,0.03522230022028647,513.9654206645345,2.890925978253601,5.232089533400722,0.03668678656028336
fashion_mnist,ssb-v1-block,cnn,protocol-v3,0.6,32,5,0.8887,0.0028913664589602056,0.88995,0.0021063396370639654,1.8769823919167723,0.04056390214168629,4.354604596057599,0.0452190106573854,505.2224058280029,1.4051111069254236,5.237784549791831,0.0650647212124264
fashion_mnist,ssb-v1-block,cnn,protocol-v3,0.6,64,5,0.8861000000000001,0.0034365680554879125,0.8900433333333334,0.00278090213180303,1.8639884751114835,0.03055714907422095,4.338714139593561,0.03689535193630173,499.51248889481167,2.1294442711379697,5.219082041608635,0.021786368511411386
fashion_mnist,ssb-v1-block,cnn,protocol-v3,0.6,128,5,0.88874,0.003470302580467556,0.8882866666666667,0.003740105464941967,1.8497197817055393,0.0043282728044454375,4.304229733256101,0.024915604561881122,494.09044287491116,0.695482788894119,5.212454008008353,0.02027642000199457
fashion_mnist,ssb-v1-block,cnn,protocol-v3,0.8,8,5,0.89688,0.004575696668268138,0.9027833333333334,0.001297540408276764,1.8490750497082764,0.005587844516609291,4.6167273881765905,0.01070499482340255,522.1558679815209,1.1647923302766479,5.335320658201818,0.03355120497301131
fashion_mnist,ssb-v1-block,cnn,protocol-v3,0.8,16,5,0.897,0.0038242646351945523,0.9031733333333334,0.002546446325546479,1.8476784298283309,0.003343975482668035,4.552050770299066,0.010093826166762432,510.679164445629,1.422970896093056,5.313784524996299,0.021117054076622628
fashion_mnist,ssb-v1-block,cnn,protocol-v3,0.8,32,5,0.8976200000000001,0.004719851692585281,0.9035266666666667,0.0014625700363097127,1.8502280869677576,0.0052867349684468275,4.520030476714818,0.015242876289762206,501.4231854122246,0.9224593438484575,5.300126341602299,0.016232937683066117
fashion_mnist,ssb-v1-block,cnn,protocol-v3,0.8,64,5,0.8972,0.0038242646351945918,0.9030699999999999,0.002462084708354195,1.8446374336235896,0.00776166964453126,4.50694456022339,0.018214489434057467,498.18313343994316,1.2736220484674892,5.298788800195325,0.04107227782580206
fashion_mnist,ssb-v1-block,cnn,protocol-v3,0.8,128,5,0.8957799999999999,0.005696665691437431,0.90215,0.0022417441126647277,1.8423799381676265,0.01891669334704363,4.498406277467033,0.013819303473228049,493.9704624200426,1.4308223999304002,5.330551500001457,0.04829286686854958
fashion_mnist,ssb-v1-block,cnn,protocol-v3,1.0,8,5,0.90404,0.002820992733064041,0.9126999999999998,0.0009554667271374793,1.8285369774800777,0.014969093272837233,4.675468786226704,0.009007096452851925,489.1376910092396,1.0160696640364775,5.419665641395841,0.010892896951224683
fashion_mnist,ssb-v1-block,cnn,protocol-v3,1.0,16,5,0.90404,0.002820992733064041,0.9126999999999998,0.0009554667271374793,1.8419925321946142,0.017302311888729174,4.676539913674022,0.013588532659887338,489.842737206823,0.9292237173159635,5.418751341605093,0.021416674036974503
fashion_mnist,ssb-v1-block,cnn,protocol-v3,1.0,32,5,0.90404,0.002820992733063996,0.9126999999999998,0.0009554667271374303,1.8386571439394301,0.021259856715742324,4.680041255784788,0.011695518038888547,489.5818674484719,0.6452092956679197,5.41107811658876,0.02020636583964858
fashion_mnist,ssb-v1-block,cnn,protocol-v3,1.0,64,5,0.90404,0.002820992733064041,0.9126999999999998,0.0009554667271374793,1.8349318802832806,0.018603168400923957,4.6743922515565925,0.01032304853783203,490.52342306325517,1.1131463639309864,5.403745658602565,0.01416515798721807
fashion_mnist,ssb-v1-block,cnn,protocol-v3,1.0,128,5,0.90404,0.0028209927330639906,0.9126999999999998,0.0009554667271374666,1.8265430887666771,0.015427994708700231,4.679782170143364,0.013659826642758423,489.2514236851457,1.0443203672748231,5.401571591815445,0.01272725639683919
fashion_mnist,ssb-v1-block,mlp,protocol-v3,0.2,8,5,0.35958,0.11125952543490379,0.28700666666666663,0.08493700492456485,0.6446433881500416,0.011464713737020423,2.1040048782184337,0.00494770508798678,561.9657338308458,3.0767471592505995,3.3413702170131727,0.01238573584699329
fashion_mnist,ssb-v1-block,mlp,protocol-v3,0.2,16,5,0.27152,0.09716790622422611,0.2980466666666667,0.09583551838088702,0.6385208450819253,0.0010365801461458882,1.9993406497722617,0.015279232896706593,535.2973791755509,1.1915967204612783,3.320224858005531,0.014868739481817026
fashion_mnist,ssb-v1-block,mlp,protocol-v3,0.2,32,5,0.35531999999999997,0.11415917396337448,0.36960666666666664,0.1046522074672951,0.6370945191725206,0.002783720571342702,1.9052770168155302,0.0056165519452152585,514.8417754975125,2.089163309275264,3.301929475006182,0.01659488790959083
fashion_mnist,ssb-v1-block,mlp,protocol-v3,0.2,64,5,0.3428,0.07550274829435019,0.34136333333333335,0.042970486318454036,0.6363713316961113,0.002870852377463426,1.8283990171655389,0.013451219059543875,502.0515747157072,2.231898936729557,3.263175566808786,0.02761653843083846
fashion_mnist,ssb-v1-block,mlp,protocol-v3,0.2,128,5,0.31486000000000003,0.14617470027333734,0.30920999999999993,0.08672233916996885,0.635628860828356,0.0017186162826511413,1.7561834796007645,0.006586087420918614,493.13211842572855,1.0360834479081222,3.250071875017602,0.021310304702744635
fashion_mnist,ssb-v1-block,mlp,protocol-v3,0.4,8,5,0.76308,0.02152201198773017,0.7470366666666667,0.022501596856914653,0.6439005754912047,0.0033571372401151713,2.429425962212662,0.017698026079937066,587.0078358208955,2.5810351438978123,3.473401966795791,0.03221265677003231
fashion_mnist,ssb-v1-block,mlp,protocol-v3,0.4,16,5,0.7411399999999999,0.045168163566831,0.7302933333333333,0.03391778171795242,0.6438922606240636,0.005362628969886882,2.288128272613676,0.016584622725170157,553.6038446162047,3.115224252657969,3.4306265749968587,0.02032850069772343
fashion_mnist,ssb-v1-block,mlp,protocol-v3,0.4,32,5,0.6784600000000001,0.12313156784513057,0.7079266666666666,0.04624458767130364,0.640104230062678,0.0034623320489696116,2.212070899030214,0.023650018389220814,526.4279562011372,2.4984574191752302,3.44392355021555,0.040361227540146906
fashion_mnist,ssb-v1-block,mlp,protocol-v3,0.4,64,5,0.6937,0.11893788294736045,0.72301,0.032966063358146586,0.6377056111712188,0.0009394130701862733,2.129762248396188,0.01011098044272408,509.7542488450605,2.7173125124340203,3.4092420834000223,0.010298148048163263
fashion_mnist,ssb-v1-block,mlp,protocol-v3,0.4,128,5,0.72656,0.04643353314147011,0.7283466666666667,0.019387812609414665,0.6355392558310362,0.0021680404126046735,2.055152631938929,0.008426824618657111,497.13171197583506,0.9484508781130523,3.393468733190093,0.008603219768492116
fashion_mnist,ssb-v1-block,mlp,protocol-v3,0.6,8,5,0.82332,0.02902786592224787,0.8342466666666667,0.004641261203116619,0.6420560958400907,0.0021841347268994156,2.7335122623165953,0.01996064322639816,592.8710221215352,2.4171492328124256,3.603529383195564,0.019768397399867067
fashion_mnist,ssb-v1-block,mlp,protocol-v3,0.6,16,5,0.81092,0.03881265257618963,0.8289233333333333,0.0014685877569965105,0.641797361827545,0.0024972538581688273,2.586563283356761,0.025500533267650147,557.7753375977256,1.2857863754450023,3.5812218333943746,0.02128158530718546
fashion_mnist,ssb-v1-block,mlp,protocol-v3,0.6,32,5,0.8339000000000001,0.00851234397801215,0.8173466666666667,0.023503877930626197,0.6393937659535422,0.0034554458677095333,2.4871115309719287,0.009607481259227219,532.601052771855,2.3237207583113264,3.570584100007545,0.016515002601416588
fashion_mnist,ssb-v1-block,mlp,protocol-v3,0.6,64,5,0.8190200000000001,0.04003744497342456,0.81335,0.010877154958903524,0.638162394884233,0.0032097658422225108,2.424897928722152,0.021132316765882304,513.0910581023454,0.9961335131526132,3.5609336336143316,0.017269265458004057
fashion_mnist,ssb-v1-block,mlp,protocol-v3,0.6,128,5,0.8288399999999999,0.004951565409039893,0.8154133333333334,0.021295071156386295,0.6367457402749086,0.002029606986367739,2.344540549601314,0.004122452237838796,499.6821339729921,1.662928232066971,3.5411286745918913,0.013583674792954496
fashion_mnist,ssb-v1-block,mlp,protocol-v3,0.8,8,5,0.8615999999999999,0.0036228441865473774,0.8643666666666666,0.0014527273201350324,0.6547405309021486,0.008425954711808082,2.9030278168701584,0.012739444358815587,576.859052949538,1.6778702508712582,3.725462675385643,0.012012113764746847
fashion_mnist,ssb-v1-block,mlp,protocol-v3,0.8,16,5,0.85764,0.005518876697299902,0.8636933333333333,0.0012271013722499873,0.6427824939881938,0.004015717886389081,2.7896929220110604,0.026598589142071152,548.2122090440655,2.375390408238254,3.680820025212597,0.0062230877638677195
fashion_mnist,ssb-v1-block,mlp,protocol-v3,0.8,32,5,0.85558,0.004919044622688426,0.8628833333333332,0.0024123812578722304,0.6423556353921509,0.007485072597014121,2.712389700720004,0.010749049961869674,524.6022499111584,1.9140706627961939,3.6804229084053075,0.02262229351539094
fashion_mnist,ssb-v1-block,mlp,protocol-v3,0.8,64,5,0.85842,0.00214872054953641,0.8632366666666667,0.0014363534074561923,0.6378771383172513,0.0034120501351829345,2.6595915817306297,0.012832527702707819,510.1150119936034,2.0925578002417624,3.670402483397629,0.009181393805344086
fashion_mnist,ssb-v1-block,mlp,protocol-v3,0.8,128,5,0.85648,0.0064920720883242895,0.85938,0.0007220149275157696,0.6366633278497293,0.0023413635443773474,2.6097883551027565,0.012233923874502872,498.9991893212509,1.9000500372156424,3.6674335081945175,0.013769802746294014
fashion_mnist,ssb-v1-block,mlp,protocol-v3,1.0,8,5,0.8712199999999999,0.004334397305277865,0.8817999999999999,0.0015859627290001716,0.6362610016604777,0.0018965132191920554,2.8128726780380995,0.006683849092146366,486.72660581023456,1.5390653731636637,3.7707515336107464,0.014095156700348924
fashion_mnist,ssb-v1-block,mlp,protocol-v3,1.0,16,5,0.8712199999999999,0.004334397305277873,0.8817999999999999,0.001585962729000192,0.6346575226836133,0.0019716755721904708,2.81013031332936,0.007902277078747402,487.2012615493959,1.3660063864521745,3.7534628163906745,0.01452825169204007
fashion_mnist,ssb-v1-block,mlp,protocol-v3,1.0,32,5,0.8712199999999999,0.004334397305277865,0.8817999999999999,0.0015859627290001716,0.6374416742625583,0.003530116214277222,2.826493240260041,0.007955880584551158,487.5546242004264,0.8563351699313559,3.7663394166040236,0.01306244926361432
fashion_mnist,ssb-v1-block,mlp,protocol-v3,1.0,64,5,0.8712199999999999,0.004334397305277875,0.8817999999999999,0.0015859627290001862,0.637188632826866,0.002226728102206541,2.812923436847683,0.006658607930266909,485.9770966595594,0.9568052454155764,3.774227017001249,0.0208107365360081
fashion_mnist,ssb-v1-block,mlp,protocol-v3,1.0,128,5,0.8712199999999999,0.004334397305277873,0.8817999999999999,0.001585962729000192,0.6401794927585415,0.002758220735398288,2.821575808447988,0.0046196900520319795,486.6830223880597,0.8460705305840129,3.758812258404214,0.01032523400012289
fashion_mnist,ssb-v2,cnn,protocol-v3,0.2,0,5,0.83098,0.015030036593435176,0.82825,0.011304774065264086,1.8661809016505777,0.006341839681069047,4.403495207573182,0.02115456471885956,568.4542199715708,4.995928514741159,5.181922733399551,0.009506516558511266
fashion_mnist,ssb-v2,cnn,protocol-v3,0.4,0,5,0.86294,0.005809302884167786,0.8666833333333333,0.008428803131063315,1.8477096152507915,0.005812490380639934,4.554224039137304,0.02389633545288876,585.5830157249468,3.3336003126522993,5.212313508393708,0.020175098250993596
fashion_mnist,ssb-v2,cnn,protocol-v3,0.6,0,5,0.8865000000000001,0.0030487702438852155,0.8899033333333334,0.005749364699203277,1.843825289145507,0.005383542750466233,4.795261720385996,0.0334269366605723,586.5764814321251,1.0424740882826917,5.338905383378733,0.036378564280521754
fashion_mnist,ssb-v2,cnn,protocol-v3,0.8,0,5,0.8946,0.003951581961695856,0.9008899999999999,0.0030817924077465456,1.8443670705312463,0.001807299642579007,4.90625663937641,0.009170472962468904,570.2954646410803,3.077653877396504,5.401711799995974,0.015259639442574234
fashion_mnist,ssb-v2,cnn,protocol-v3,1.0,0,5,0.90404,0.002820992733064041,0.9126999999999998,0.0009554667271374793,1.843320051182935,0.01908098324650313,4.848987879087555,0.043292973026391485,489.7974302594172,0.6957688547992906,5.487939050409477,0.009016072305410096
fashion_mnist,ssb-v2,mlp,protocol-v3,0.2,0,5,0.21468000000000004,0.15356502531501112,0.20471999999999996,0.11919724106613282,0.6367762333033837,0.003295271229650557,2.745688963362364,0.018668557795782886,708.3319163113007,5.422125227925893,3.463566008396447,0.028650707920405232
fashion_mnist,ssb-v2,mlp,protocol-v3,0.4,0,5,0.74902,0.05627834396994993,0.7295333333333334,0.05614913673027891,0.6415998960239682,0.002546080726561543,3.190270466284807,0.020362705009192676,757.4229522032695,5.306037513781304,3.6071182502084413,0.04876826808005892
fashion_mnist,ssb-v2,mlp,protocol-v3,0.6,0,5,0.81918,0.017519332179052955,0.8317933333333333,0.0049297086909651745,0.6443560865208106,0.004128727848736733,3.5030104006360787,0.03067033925971934,755.5298551883441,2.394888228309276,3.7616241498151792,0.04492155687978383
