run_id,dataset,model,architecture,protocol_version,keep_ratio,block_size,child_refresh_steps,score_refresh_steps,v6_selection_mode,v6_gradient_retention,v6_selection_method,v6_early_bird,v6_stability_window,v6_stability_threshold,seed,timing_detail,record_batch_metrics,epoch,batch,global_step,forward_time_s,backward_time_s,detailed_timing,data_transfer_time_s,selection_refresh_time_s,zero_grad_time_s,loss_time_s,memory_measurement_time_s,optimizer_step_time_s,post_step_time_s,instrumentation_time_s,batch_wall_time_s,unaccounted_time_s,memory_bytes,batch_accuracy,child_refreshed,child_refresh_count,child_topology_before,child_topology_after,gradient_scoring_event,gradient_scoring_event_count,selector_scoring_time_s,dense_scoring_time_s,child_rebuild_time_s,active_structured_units,total_structured_units,effective_keep_ratio,importance_min,importance_mean,importance_max,mask_distance,topology_frozen,topology_freeze_step,topology_freeze_scoring_event
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,10,11,0.0017060829850379378,0.0031862499890848994,1,0.0009435420215595514,0.0,1.3750017387792468e-05,0.0003371250058989972,1.9875005818903446e-05,0.0015239999920595437,1.7919810488820076e-06,0.0004168330051470548,0.008163667022017762,1.4417018974199891e-05,225312768,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,11,12,0.0017621250008232892,0.003200166975148022,1,0.0009255000040866435,0.0,1.883300137706101e-05,0.0003323339915368706,2.1083018509671092e-05,0.0016447919770143926,1.1916999937966466e-05,0.0003106249787379056,0.008249375008745119,2.1999061573296785e-05,226607104,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,12,13,0.0017595409881323576,0.0032549579918850213,1,0.0009195419843308628,0.0,1.8499995348975062e-05,0.00035079100052826107,2.083400613628328e-05,0.0015424579905811697,2.082990249618888e-06,0.0003201669896952808,0.008205124991945922,1.625105505809188e-05,228900864,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,13,14,0.0017020000086631626,0.0031414999975822866,1,0.0009458339773118496,0.0,2.4125009076669812e-05,0.00032187497708946466,6.749993190169334e-06,0.001565500017022714,1.9170111045241356e-06,0.0003012919914908707,0.008027750009205192,1.695702667348087e-05,230719488,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,14,15,0.0016886669909581542,0.0031894170097075403,1,0.0009936669957824051,0.0,1.2375006917864084e-05,0.0003390829951968044,2.4208013201132417e-05,0.001545207982417196,1.5830155462026596e-06,0.0003002079902216792,0.008109041984425858,1.4625984476879239e-05,227917824,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,15,16,0.001743499975418672,0.003210208989912644,1,0.0007268749759532511,0.0,1.5166995581239462e-05,0.0003447089984547347,2.0584004232659936e-05,0.0016613750194665045,1.1458003427833319e-05,0.0003137500025331974,0.008066374983172864,1.8748018192127347e-05,229146624,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,16,17,0.0016836249851621687,0.003169542003888637,1,0.0008954590011853725,0.0,1.2625008821487427e-05,0.00032850002753548324,2.1374988136813045e-05,0.0015226670075207949,1.8750142771750689e-06,0.00030379099189303815,0.007954957982292399,1.5498953871428967e-05,230342656,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,17,18,0.0017395000031683594,0.0032496250059921294,1,0.0008723750070203096,0.0,1.3125012628734112e-05,0.0003392500220797956,2.274999860674143e-05,0.0015277499915100634,1.8330174498260021e-06,0.00030166699434630573,0.00808133400278166,1.3458949979394674e-05,231456768,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,18,19,0.0016785839980002493,0.003167042013956234,1,0.0009112079860642552,0.0,1.1833006283268332e-05,0.000330082984874025,2.1832995116710663e-05,0.0015369159809779376,2.1250161807984114e-06,0.0003081669856328517,0.007981792005011812,1.4001037925481796e-05,232488960,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,19,20,0.0016762920131441206,0.003137207997497171,1,0.0009202499932143837,0.0,1.1707976227626204e-05,0.00032404199009761214,5.375011824071407e-06,0.0015402499993797392,1.834006980061531e-06,0.00026562498533166945,0.00789641699520871,1.3833021512255073e-05,233472000,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,20,21,0.0016900000046007335,0.0031376249971799552,1,0.0007390840037260205,0.0,1.8624996300786734e-05,0.0003282079997006804,4.749977961182594e-06,0.0015342910191975534,1.91599247045815e-06,0.00030941699515096843,0.0077774169913027436,1.3501005014404655e-05,234373120,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,21,22,0.0017014170007314533,0.0032565000001341105,1,0.0007303330057766289,0.0,2.2916996385902166e-05,0.00033116599661298096,2.245799987576902e-05,0.0015565829817205667,1.8750142771750689e-06,0.00029949998133815825,0.007936916983453557,1.4168006600812078e-05,235388928,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,22,23,0.001658541994402185,0.003137374995276332,1,0.0007458330073859543,0.0,1.8874998204410076e-05,0.000317458005156368,4.999979864805937e-06,0.0015356669900938869,2.00001522898674e-06,0.0003078749869018793,0.007742375019006431,1.3750046491622925e-05,236322816,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,23,24,0.0016699580010026693,0.003138999978546053,1,0.0009201670181937516,0.0,1.1999974958598614e-05,0.00031958299223333597,4.917004844173789e-06,0.0016572079912293702,1.1416996130719781e-05,0.00030524999601766467,0.008057790983002633,1.8291029846295714e-05,237010944,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,24,25,0.001689666009042412,0.0031719160033389926,1,0.000929832982365042,0.0,1.270900247618556e-05,0.000326457986375317,2.125001628883183e-05,0.001530041976366192,1.4580145943909883e-06,0.0002831659803632647,0.007980458001838997,1.3960030628368258e-05,237912064,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,25,26,0.0016852919943630695,0.0031757079996168613,1,0.0009485420014243573,0.0,1.18750031106174e-05,0.0003294580092187971,2.2499996703118086e-05,0.0015261250082403421,1.8749851733446121e-06,0.0003038330178242177,0.008019834000151604,1.4625984476879239e-05,238583808,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,26,27,0.0016894159780349582,0.0031847910140641034,1,0.0009428330231457949,0.0,1.3083015801385045e-05,0.0003250419977121055,2.170898369513452e-05,0.0015747919969726354,1.0916002793237567e-05,0.00030358400545082986,0.0080841250019148,1.795898424461484e-05,239337472,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,27,28,0.0017312089912593365,0.0031873749976512045,1,0.0009301250101998448,0.0,1.3750017387792468e-05,0.0003312499902676791,1.879199407994747e-05,0.0015304169792216271,1.7919810488820076e-06,0.00030216597951948643,0.008060666994424537,1.3791053788736463e-05,239828992,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,28,29,0.0017414999892935157,0.0031632499885745347,1,0.0009141250047832727,0.0,1.675001112744212e-05,0.000332291005179286,2.1625019144266844e-05,0.0015277080237865448,1.8329883459955454e-06,0.0003121249901596457,0.008044958027312532,1.3751006918027997e-05,240451584,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,29,30,0.00175983298686333,0.0031994589953683317,1,0.0007474999874830246,0.0,1.783299376256764e-05,0.00032274998375214636,1.7166981706395745e-05,0.0016529170097783208,1.0666990419849753e-05,0.0003032500098925084,0.008049916999880224,1.8541060853749514e-05,241008640,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,30,31,0.0017451660241931677,0.003253000002587214,1,0.0007502090011257678,0.0,2.1875021047890186e-05,0.0003242919920012355,2.2958993213251233e-05,0.0015396249946206808,2.040993422269821e-06,0.00030258300830610096,0.007975792017532513,1.404198701493442e-05,241647616,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,31,32,0.0017476250068284571,0.003238208999391645,1,0.0009114170097745955,0.0,1.2041011359542608e-05,0.0003320000250823796,2.4208013201132417e-05,0.0015194580191746354,1.5839759726077318e-06,0.0003005830221809447,0.008101416984573007,1.4291901607066393e-05,242302976,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,32,33,0.0017566250171512365,0.0032419580093119293,1,0.0008399170183110982,0.0,1.3124983524903655e-05,0.00032941700192168355,2.4333014152944088e-05,0.0015251659788191319,1.6660196706652641e-06,0.0003034999826923013,0.00804874999448657,1.304296893067658e-05,242991104,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,33,34,0.0016285000019706786,0.0032557499944232404,1,0.000794167019193992,0.0,1.791701652109623e-05,0.00030862499261274934,2.362497616559267e-05,0.0015203750226646662,1.8750142771750689e-06,0.00030862499261274934,0.007874167000409216,1.4707969967275858e-05,243548160,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,34,35,0.0017554169753566384,0.0032420829811599106,1,0.0008026669966056943,0.0,1.2500007869675756e-05,0.00033400001120753586,2.3625005269423127e-05,0.00152133300434798,1.8329883459955454e-06,0.00030016701202839613,0.008007208001799881,1.358301960863173e-05,244072448,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,35,36,0.0017499999958090484,0.0032355420116800815,1,0.0007269159832503647,0.0,1.8624996300786734e-05,0.00032620798447169363,2.4541979655623436e-05,0.0015319579979404807,1.9170111045241356e-06,0.0002998329873662442,0.00792895900667645,1.3418059097602963e-05,244482048,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,36,37,0.0016435419966001064,0.003239290992496535,1,0.0008229999803006649,0.0,1.2707983842119575e-05,0.00030270899878814816,2.2374995751306415e-05,0.0015188750112429261,1.7909915186464787e-06,0.00029975001234561205,0.00787683398812078,1.279302523471415e-05,244957184,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,37,38,0.0017494999920018017,0.0032517079962417483,1,0.0008162920130416751,0.0,1.1791998986154795e-05,0.0003250839945394546,2.3874978069216013e-05,0.0015251250006258488,1.6660196706652641e-06,0.0003088749945163727,0.008028124982956797,1.420799526385963e-05,245415936,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,38,39,0.0016732499934732914,0.003263541992055252,1,0.0009252089948859066,0.0,1.2665987014770508e-05,0.000322166015394032,2.3250002413988113e-05,0.0015313749900087714,1.7920101527124643e-06,0.00029275001725181937,0.008059374988079071,1.3374985428526998e-05,245809152,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,39,40,0.0016936250030994415,0.0032411249994765967,1,0.0006709169829264283,0.0,1.2375006917864084e-05,0.0003248749999329448,2.341700019314885e-05,0.0015119170129764825,1.7090060282498598e-06,0.00029937500949017704,0.007792916992912069,1.3581971870735288e-05,246284288,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,40,41,0.001681709021795541,0.003239541023503989,1,0.0008025410061236471,0.0,1.1500000255182385e-05,0.0003248749999329448,2.5166984414681792e-05,0.0015128749946597964,1.7919810488820076e-06,0.00030270800925791264,0.007916167000075802,1.3458979083225131e-05,246611968,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,41,42,0.0017623750027269125,0.0031557500187773257,1,0.0008229580125771463,0.0,1.2208009138703346e-05,0.0003306659928057343,2.0208011846989393e-05,0.0015109580126591027,1.7920101527124643e-06,0.00030104198958724737,0.007931374973850325,1.341791357845068e-05,247005184,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,42,43,0.0017245830094907433,0.0032327079970855266,1,0.0008584579918533564,0.0,1.7000013031065464e-05,0.00031358300475403666,2.3083004634827375e-05,0.0015052920207381248,1.7920101527124643e-06,0.0002993749803863466,0.007988833996932954,1.2959964806213975e-05,247398400,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,43,44,0.001678833010373637,0.003231124981539324,1,0.000801333982963115,0.0,2.300000051036477e-05,0.00031025000498630106,2.562499139457941e-05,0.0015240839857142419,1.9160215742886066e-06,0.0003052920219488442,0.007916083006421104,1.4624005416408181e-05,247873536,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,44,45,0.0016855419962666929,0.0032495000050403178,1,0.0009152500133495778,0.0,1.2625008821487427e-05,0.0003278750227764249,2.270899130962789e-05,0.0015215830062516034,1.9170111045241356e-06,0.000303666980471462,0.008053917001234367,1.324896584264934e-05,248152064,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,45,46,0.0016799590084701777,0.003255417017498985,1,0.0006823329895269126,0.0,1.1791998986154795e-05,0.0003288750012870878,2.329199924133718e-05,0.0015365839935839176,1.7090060282498598e-06,0.00025924999499693513,0.007793833006871864,1.4621997252106667e-05,248332288,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,46,47,0.0017489580204710364,0.003261999983806163,1,0.0004311660013627261,0.0,1.3124983524903655e-05,0.00032045799889601767,2.2249994799494743e-05,0.0015522920002695173,1.4999823179095984e-06,0.0002948750043287873,0.007659791997866705,1.3168028090149164e-05,248725504,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,47,48,0.001745749992551282,0.003234333998989314,1,0.0009171669953502715,0.0,1.1750002158805728e-05,0.00030987500213086605,2.4208013201132417e-05,0.0015260000072885305,1.667009200900793e-06,0.0003030829830095172,0.0080879999732133,1.4165969332680106e-05,248954880,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,48,49,0.0016479999758303165,0.0032535830105189234,1,0.0008474169881083071,0.0,2.1334009943529963e-05,0.0002972499933093786,2.345800749026239e-05,0.001523124985396862,1.7909915186464787e-06,0.0002957920078188181,0.007924874982563779,1.3125012628734112e-05,249233408,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,49,50,0.001637167006265372,0.003251958987675607,1,0.0009757090010680258,0.0,1.1666998034343123e-05,0.00029674998950213194,2.037500962615013e-05,0.00151012500282377,1.7080164980143309e-06,0.0003045419871341437,0.008023792004678398,1.379000605084002e-05,249544704,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,50,51,0.0016610829916317016,0.003222707979148254,1,0.000616374978562817,0.0,2.245799987576902e-05,0.00038908299757167697,1.3125012628734112e-05,0.0017125000013038516,4.292000085115433e-06,0.0003520419995766133,0.008016959007363766,2.3293046979233623e-05,249741312,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,51,52,0.0017361250065732747,0.003336750000016764,1,0.0006261249945964664,0.0,2.195901470258832e-05,0.0003600839991122484,2.0292005501687527e-05,0.0017044160049408674,4.5000051613897085e-06,0.00032804100192151964,0.008164833998307586,2.654196578077972e-05,250052608,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,52,53,0.001772165996953845,0.025033874990185723,1,0.0006707090069539845,0.0,3.487500362098217e-05,0.0003822909784503281,2.808301360346377e-05,0.007465208997018635,1.1791998986154795e-05,0.0008564169984310865,0.03630587499355897,5.0458009354770184e-05,247431168,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
ee509951597a7d05,mnist,dense,cnn,protocol-v7-profile-v1,1.0,0,0,0,,,,False,0,,1,full,False,1,53,54,0.0027695409953594208,0.005131417012307793,1,0.0009761250112205744,0.0,0.00014141699648462236,0.0005255840078461915,1.53339933604002e-05,0.0019347920024301857,3.5410048440098763e-06,0.00044487498234957457,0.011982249998254701,3.9623992051929235e-05,248397824,nan,0,0,,,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,nan,0,0,0
